category,text
business,russia wto talk make progress talk russia proposed membership world trade organisation wto making good progress say behind negotiation chairman working party ambassador stefan johannesson iceland warned still lot work done comment came president george w bush said u backed russian entry said russia make progress government must renew commitment democracy rule law comment come three day due meet president vladimir putin russia waiting decade join wto hope finally become member early decision could reached december wto current member gather summit hong kong would allow earliest date membership january hong kong summit gave approval pinpointing several area difficulty bilateral multilateral work russia u said meeting much efficient seen time australia said one best meeting recall term substance mr johannesson also said progress bilateral market access side accelerating sticking point membership included limit foreign ownership telecommunication life insurance business well issue surrounding counterfeiting piracy data protection wto member also dislike russia energy price subsidy competitor say give russian business unfair advantage
sport,white prepared battle tough scrummaging prop julian white expecting resurgent wale give rough ride england six nation opener cardiff saturday leicester tight head form life making england number three shirt know wale put technique immense scrutiny welsh scrum force reckoned told bbc sport made lot change better last year white also impressed welsh pack strength depth gethin jenkins starting loose head played bit tight head think favoured position loose head good added year old made massive contribution england leicester cause late arguably form tight head prop world destroyed south africa o du randt scrum twickenham last autumn give england platform impressive victory leicester signed white bristol west country side relegated zurich premiership summer also aided white presence season tiger sitting pretty top premiership table also booked place last eight heineken cup pleased form said form helped people play leicester people like martin johnson graham rowntree good season far starting xv first game six nation every player want delighted way thing gone get right weekend white one experienced member england squad take field saturday injury taken toll coach andy robinson deprived richard hill jonny wilkinson martin corry mike tindall greenwood stuart abbott cap world cup winner medal name white position offer experience youngster centre matthew tait jamie noon know much experience tight head give centre give pat back thing go wrong want talk way added first came squad people like jason leonard martin johnson first come talk thing help give lot confidence people like speak awe lot sit speak realise wavelength good white missed vast majority last year six nation knee injury raring event get going despite opening game taking place amid red hot atmosphere cardiff enjoy atmosphere millennium stadium probably one best stadium world said go hear shouting singing one favourite place play probably even six nation long time england ireland france wale contender form ireland favourite know great thing tournament
business,india maruti see profit jump india biggest carmaker maruti reported sharp increase quarterly profit booming economy low interest rate boosted demand net profit surged rupee last three month compared rupee year earlier total sale rupee period maruti account half india domestic car sale luring consumer cheap fuel efficient vehicle demand india also driven poor state public transport low level car ownership analyst said figure show eight people per thousand car owner maruti beat market expectation despite increase raw material cost company majority owned japan suzuki said increase steel raw material price partially offset cost cutting sale fiscal third quarter including van utility vehicle rose unit maruti company benefiting indian economic growth give consumer greater spending power utility vehicle tractor maker mahindra reported rise net profit last three month profit rupee compared rupee year earlier
sport,south africa sweep top award south africa schalk burger named player year tri nation champion swept top honour international rugby board award flanker topped list included ireland star gordon darcy australian sensation matt giteau jake white claimed coaching award side held grand slam winner france take team award england player simon amor beat team mate ben gollings argentine lucio lopez fleming win seven award burger award came week equivalent prize fellow international player white also coached burger level paid tribute schalk emergence major force meant lot south african rugby also influenced world rugby said white become south african rugby jonty rhodes south african cricket amazing achieved short time far international career amor captain england season opening irb seven tournament dubai seven start thursday delighted award many great seven player circuit moment genuine honour said gloucester fly half
business,standoff deutsche lse bid deutsche boerse investor unhappy london stock exchange bid chance throw exchange management may reuters say sunday time reported hedge fund tci atticus planning demand removal group chairman chief executive deutsche boerse told news agency reuters move would wait may annual general meeting investor want deutsche return cash shareholder rather bid long term investor experienced removing management scared take conclusion time atticus david slager told sunday time however deutsche boerse told reuters tci request removal supervisory board considered annual general meeting may sunday time reported tci drawing list heavyweight executive replace deutsche chairman rolf breuer chief executive werner seifert group owns deutsche enough demand extraordinary general meeting call shareholder oust german exchange management german law deutsche need investor backing make takeover bid tci atticus opposed lse bid time saying would destroy shareholder value would better spent share buyback deutsche competition pan european bourse euronext take london exchange many commentator suggested bidding war two could break however move would wait march office fair trading completes investigation competition aspect pair takeover proposal
entertainment,dvd review robot one man recognises robot threat humanity fine take one man save day thriller robot smith co star alongside cgi robot count thrill minute kind action film perfectly adequate forgotten tomorrow fun night film extra one disc version commentary making two disc add unusually kind film extra solely concentrate special effect covered also general production diary post production feature remember national lottery draw machine arthur guinevere accurate glossy hollywood version tale long expecting documentary live king arthur fun exciting totally shallow experience look excellent clive owen brooding king keira knightly rise costume ray winstone give grit best battle scene well done also best part making extra le flashy david attenborough show le detailed simon schama one bbc series british isle nevertheless turned quite engrossing admit fact one show alan titchmarsh left ground force present mean expected something equally frothy titchmarsh turn know subject sight present day landscape peeled back reveal past fascinating written accompanying book
sport,mido make third apology ahmed mido hossam made another apology egyptian people attempt rejoin national team year old told news conference cairo sunday sorry problem led exclusion pharaoh since july last year mido said much say today say came specially england egypt rejoin national team apologise mistake mido axed former coach marco tardelli failing answer national call claiming groin injury played friendly club rom within hour world cup qualifying match home cameroon last september mido added right give order say want play time always make sure put national team match top priority feel national player playing new spirit saw play belgium egypt wednesday simply want add success confess rude egyptian press time gained experience know never go anywhere without press support many international star like david beckham zinedine zidane press opposing im used fact press time overreact happens meanwhile egypt fa spokesman methat shalaby welcomed apology said one exerted pressure mido apologise mido apology today negatively affect mido anyway contrary make bigger star role model football player shalaby said shalaby earlier said apology mido would available national side coach hassan shehata chose mido joined tottenham month loan deal near end january transfer window scoring twice debut portsmouth
sport,benitez delight crucial win liverpool manager rafael benitez admitted victory deportivo la coruna vital tight champion league group jorge andrade early goal gave liverpool win benitez said started high tempo many chance important win u could scored goal good defensively also good counter attack pleased move next game igor biscan outstanding midfield replacing injured xabi alonso benitez said played well important player ready good squad play game high level benitez added back hand great win u delighted feel best liverpool seen far feeling winning spain really important want see u win away match champion league spain first consideration far concerned important liverpool win important country benitez added benitez said problem start decided xabi could play minute end way dietmar hamann igor biscan performed need change thing right end match depor good team allow keep possession dangerous indeed knew hit counter attack would make nervous worked deportivo coach javier irureta said liverpool played well could break know gone six game home europe without scoring reflect overall performance time play well lacked imagination goal bad mistake big blow confidence player usually want ball stage want know bottom group long hope qualifying hang
entertainment,shark tale dvd u best seller oscar nominated animation shark tale raked first week u dvd release becoming year best selling home video far tally dvd video sale soared past film opening week u box office taking shark tale sixth highest earning dvd first week sale time first week record held lion king followed shrek finding nemo original shrek monster inc shark tale whose voice cast includes smith robert de niro renee zellweger martin scorsese sold million dvd video across united state canada becomes highest first week earner february outshining big fat greek wedding sold four million unit film expected earn strong home video return usually timed release busiest retail season fall christmas best selling home video last year dreamworks hit shrek took estimated north america alone
tech,mobile game come age bbc news website take look game mobile phone maturing brief round follows skip straight review clicking link think snake mention mobile game could bit surprise mobile game come long way short time even nokia n gage game phone launched late many mobile operator realising audience looking something play handset given many people handset portable game playing gadget gameboy could lucrative market audience includes commuter wanting something fill time way home game fan looking bit variety hard core gamers like play every moment life type player got immeasurably better last year number title download phone snowballed site wireless gaming review list different title uk network range suit every possible taste port pc arcade classic space invader lunar lander bejewelled also version title colin mcrae rally typically find pc console shoot em ups adventure game strategy title many novel game found handset rarely action movie launch without mobile game tie increasingly launch part promotional campaign film understandable realise good game rack million downloads return pretty good consider game cost also helped game mobile thrive fact easier ever get hold thanks technology known wap push sending text message game maker title downloaded handset far better navigate menu mobile operator portal number handset play game grown hugely almost half phone java onboard meaning play increasingly sophisticated game available even one use graphic minimum technology specification phone adhere getting sophisticated mean game double key press possible making familiar tactic moving strafing real option processing power handset mean physic mobile game getting convincing graphic improving game maker also starting take advantage extra capability mobile many title particularly racing game let upload best time see compare others usually get hold best time race ghost shadow see beat game also let take people real time via network sitting close via bluetooth short range radio technology much going hard justice sheer diversity happening two feature help point direction game maker give idea look get playing fast furious digital bridge soon start playing remember never play driving game im rubbish matter drive car via joystick keypad cannot get hang braking corner timing rush pas driver game reward replay advance complete every section within time limit winning give cash upgrade graphically rolling road convincing enough evocation speed palm tree cactus whip city scroll past background car handle pretty well despite uselessness clear different model car appreciably different track niggle interface bit confusing especially using joystick rather keypad play fatal force macrospace futuristic shooter let either play various deathmatch mode phone run series scenario involves killing alien invading earth graphic bit cartoon like help make clear going level well laid encourage leap exploring background music sound effect work well scenario well scripted regularly get hint fatal force commander weapon include flamethrower rocket launcher grenade couple point even get chance use mech short right power go matrix style bullet time cope onslaught alien game let play via bluetooth others range online game quite following clan player ranking even new downloadable map
business,mg rover china tie elayed mg rover proposed tie china top carmaker delayed due concern chinese regulator according financial time paper said chinese official irritated rover disclosure talk shanghai automotive industry corp october proposed deal seen crucial safeguarding future rover longbridge plant west midland however growing fear deal could result job loss observer reported sunday nearly half workforce longbridge could threat deal go ahead shanghai automotive proposed investment rover awaiting approval owner shanghai city government national development reform commission oversees foreign investment chinese firm according ft regulator annoyed rover decision talk publicly deal intense speculation ensued mean rover future result hope approval deal may fast tracked disappeared paper said continued speculation viability rover longbridge plant falling sale unfashionable model according observer job total workforce could lost deal go ahead paper said chinese official believe cutback required keep mg rover cost line revenue also said production new model joint venture would take least eighteen month neither rover shanghai automotive commented report
politics,tory tax cut lift spirit michael howard finally revealed full scale planned tory tax cut win next general election earmarked billion used reduce tax although still say pre election message many party pressing voter belief warm simplest saying vote tory way would government stick labour spending plan core public service including health education would increase spending defence police pension even done would still enough left tax cut equivalent penny basic rate income tax money would come billion efficiency saving would see axe taken bureaucracy waste civil service billion would go spending plan billion fill black hole left claim gordon brown rest going tax cut neither mr howard mr letwin would say exactly would use cash although cut basic rate seems unlikely idea already floated include raising tax threshold abolishing reducing inheritance tax although tory party urging mr howard announce something eye catching election tory leader declared aim exercise open real economic policy divide labour tory election people clear choice mr blair waste tax conservative party give value money tax le said move back towards almost traditional tory message previously suggested labour party tax rise conservative party tax cut extension however labour also seen party big spending public service tory cutter one problem lie mr howard persuade sceptical voter really way bigger spending public service lower tax insists promise anything election cannot deliver put downing street labour needle say claim planned efficiency saving simply add sort figure fantasy one new labour greatest success historic election persuade voter business city could trusted run economy far faced real challenge independent analyst claim third new labour government would forced either increase taxation tax plug black hole centre finance meanwhile liberal democrat committed increasing tax well finance spending proposal launched earlier day mr howard hope message start hit home unofficial election campaign poll rating might finally lift floor issue like iraq war trust play major part campaign likely prime minister probably hope economy deciding factor
entertainment,hobbit picture four year away lord ring director peter jackson said four year start work film version hobbit oscar winner said visit sydney desire make lengthy negotiation think gonna lot lawyer sitting room trying thrash deal ever happen said new zealander right jrr tolkien book split two major film studio jackson currently filming remake hollywood classic king kong said thought sale mgm studio sony corporation would cast uncertainty project year old australian city visit lord ring exhibition attracted visitor since opened december film maker recently sued film company new line cinema undisclosed damage alleged withheld profit lost revenue first part middle earth trilogy fellowship ring went make worldwide profit million million jackson thought secured lucrative film directing deal history remake king kong currently production wellington picture star naomi watt oscar winner adrien brody due released december jackson also committed making film version lovely bone based best selling book alice sebold
sport,martinez see vinci challenge veteran spaniard conchita martinez came set beat italian roberta vinci qatar open doha wimbledon champion earn second round meeting french open champion anastasia myskina fifth seed patty schnyder also battle needed three set beat china na li slovakian daniela hantuchova beat bulgarian magdaleena maleeva set second round clash russian elena bovina veteran martinez found trouble early vinci italian clinching set thanks break third game vinci game fell piece martinez swept aside crisp cross court return deft volley day match japan ai sugiyama defeated australian samantha stosur australian nicole pratt beat tunisian selima sfar next face compatriot alicia molik
politics,labour chooses manchester labour party hold autumn conference manchester blackpool confirmed much trailed decision ratified labour ruling national executive committee break traditional choice seaside venue first time since party chosen manchester host annual event blackpool get much smaller february spring conference instead seen placatory move year main political party rotated blackpool bournemouth brighton news much larger annual conference gather blackpool seen blow coastal resort party said would return blackpool following year bournemouth hosted event party signed two year deal brighton host autumn conference colin asplin blackpool hotel association said tried hard make sure come back blackpool obviously failed hope manchester handle crowd amazes labour party working class party want come main working class resort country exact cost blackpool term lost revenue hotel accommodation yet known thought block booking taken major manchester hotel official announcement
entertainment,alicia key open u super bowl r b star alicia key open february super bowl singing song previously performed ray charles vicki carr key sing america beautiful accompanied student florida school deaf blind charles died last year attended school child key said excited describing charles artist admire miss respect know going touching memorable moment said first performance super bowl watched million u february sir paul mccartney provide half time entertainment slot filled janet jackson last year organiser promised repeat nipple baring incident sparked thousand complaint u tv watched broadcast national football league spokesman said comfortable show would acceptable mass audience game show watched million people u twenty cbs owned tv station fined country tv regulatory agency complaint made janet jackson wardrobe malfunction sir paul said nothing bigger asked perform super bowl looking forward rocking million home stadium
sport,fa probe crowd trouble fa take action trouble marred wednesday carling cup tie chelsea west ham police riot gear confronted section west ham support match blue mateja kezman scorer chelsea goal needed treatment head injury match hit missile believed coin spokeswoman chelsea said club would await referee report deciding course action kezman forced field receive treatment cut eye able continue chelsea assistant bos steve clarke said would rather talk football think something thrown crowd require stitch west ham bos alan pardew said shame thought good english banter crowd big rivalry two club shame happened standing see trouble former hammer star joe cole also plastic bottle thrown frank lampard pelted coin preparing take penalty lampard spot kick saved delight hammer fan still forgiven leaving upton park fa seek report club police review video evidence referee report police riot gear battled west ham fan matthew harding stand least one supporter required treatment fan also thought clashed outside ground game scotland yard said arrest alleged public order drug offensive weapon offence fa already looking trouble tuesday heated carling cup tie millwall liverpool
entertainment,baywatch dubbed worst tv import surf show baywatch title worst tv import time poll uk television executive programme starred david hasselhoff pamela anderson year run shown country height model anna nicole smith reality show duke hazzard runner broadcast magazine survey simpson dallas among magazine list best time import u soap opera knot landing falcon crest plus bold beautiful made top transatlantic tv howler jerry springer show came sixth list fare well broadcast magazine said british tv never realised low could go jerry showed way baywatch rose top list mind numbingly predictable script beachgoer saved drowning according magazine inside time worst top came extreme makeover see member public given thousand pound worth plastic surgery american show praise x file love lucy twin peak star trek
politics,eu referendum could cost could cost run uk referendum european constitution minister revealed written parliamentary answer constitutional affair minister chris leslie said poll likely cost general election mr leslie said cost could compared previous british referendum held year ago minister say constitution would make european union work better critic fear creating super state labour mp john cryer whose question revealed price estimate said cost surprised central factor important people say said would better rejected constitution avoiding need referendum election cost date vote set foreign secretary jack straw suggested unlikely held early predicted date next election voter said uk stay common market referendum
tech,file swappers ready new network legal attack website help people swap pirated film forced development system could harder shut one site behind success bittorrent file swapping system producing software avoids pitfall earlier program test version new exeem program released late january doubt remain new network ability ensure file swapped quality copy late december movie studio launched legal campaign website helped people swap pirated movie using bittorrent network legal campaign worked way bittorrent organised file sharing system relies link called tracker point user others happy share file looking shutting site listed tracker crippled bittorrent network one site shut legal campaign suprnova org helped boost popularity bittorrent system checking tracker led movie tv programme claimed man behind suprnova org go nickname sloncek preparing release software new file swapping network dubbed exeem interview novastream web radio sloncek said exeem would combine idea bittorrent kazaa file sharing system like bittorrent exeem tracker help point people toward file want like kazaa tracker held everyone centrally maintained list said sloncek make system le vulnerable legal action aimed stopping people swapping pirated movie music exeem software development month currently tested closed group user early public version software available february sloncek said currently window version software development plan linux mac version said cost writing software paid advert appearing finished version program despite suprnova administrator sloncek involvement exeem basic technology appears developed firm called swarm system based caribbean island saint kitts nevis user exeem system able rate file swapped help stop spread fake file sloncek told novastream dr johan pouwelse researcher delft university technology study peer peer network said exeem next evolution file sharing system said would struggle popular bittorrent suprnova early version taking enough care make sure good copy file shared exeem cannot prevent pollution said rating system exeem seems flawed easy insert fake file fake rating said study shown organisation working record label movie studio worked undermine kazaa putting fake contrast moderator suprnova made sure file shared high quality moderator difference system work one full crap like kazaa said fundamental tension distribution integrity said mr pouwelse said future version file sharing system likely incorporate kind distributed reputation system let moderator prove network rate file worth downloading big file shared moderation system key said mr pouwelse added legal attack bittorrent driven people away site suprnova many user simply migrated tracker listing site many seen huge increase traffic hard compete free said one motion picture association america immediately available comment file sharing development
business,iran budget seek state sell offs iran president mohammad khatami unveiled budget designed expand public spending loosen islamic republic dependence oil budget fiscal year starting march call sell state corporate holding mr khatami second term president end august making last budget opposition member parliament attacked previous privatisation could block plan election may ousted many mr khatami supporter parliament favour hard line religious conservative late last year backed law would give parliament veto foreign investment ruling response involvement telecom airport project turkish company hardliner accused business israel came long expediency council iran ultimate decision maker blessed mr khatami policy selling stake sector protected constitution energy transport telecom banking continued obstruction foreign investment could get way privatisation plan also mr khatami hope modestly reducing government reliance oil revenue address majlis mr khatami predicted economic growth current year said wanted increase budget trillion rial previous year trillion within figure taxation would rise rise expected current year contrast oil revenue expected fall year march current government expenditure come tax revenue mr khatami said oil revenue used productive investment mr khatami already blocked parliament reducing subsidy many product including bread petrol reducing room manoeuvre
business,borussia dortmund near bust german football club former european champion borussia dortmund warned go bankrupt rescue talk creditor fail company share tumbled said entered life threatening profitability financial situation borussia dortmund posted record loss missed rent payment westfallen stadium chief executive gerd niebaum stepped last week creditor pushing greater control share borussia dortmund germany stock market listed football club dropped almost euro early afternoon trading fund manager florian hamm borussia dortmund largest investor said would invest money company got greater say run demand better transparency quoted saying germany manger magazin club also faced call appoint executive outside club borussia dortmund posted record loss euro month june made loss euro first half current fiscal year said total debt increase euro middle unless restructuring plan pushed bill mismanagement past year said hvb analyst peter thilo halser club appointed auditor recommended number step including deferring rent due stadium suspending debt repayment least fiscal year stephen schechter uk investment banker held talk borussia dortmund possible bond sale said club need capital injection euro need strong people board history club said
entertainment,rapper cent score chart first rapper cent become first solo artist three single u top five week track candy shop remained top chart disco inferno crept six five cent also appears rap protege game song number four u outside uk top ten pair recent dispute saw game thrown cent rap collective g unit accusing disloyalty ongoing feud cent burst onto music scene le success uk chart three single making top ten debut album get rich die tryin narrowly missed becoming uk chart topper u headed end year chart album r b hip hop artist newcomer game debut reached top chart five week ago cent second collection masscre released u end last week last may r b star usher scored chart first three concurrent single u top feat previously matched bee gee beatles hit song taken year old confession album topped american chart eight week
entertainment,u actor ossie davis found dead u actor ossie davis found dead age davis married actress ruby dee found dead friday hotel room miami beach florida making film davis whose year career included credit producer director actor writer stage screen also civil right activist miami beach police spokesman bobby hernandez said cause death appeared natural davis body discovered grandson paramedic shore club hotel miami beach actor shooting film retirement mr hernandez said gaining entry found mr davis passed away cause death appears natural according grandson suffering heart disease davis best known role included joe louis story gone day film adapted play purlie victorious also appeared spike lee movie including school daze right thing jungle fever film debut film way starring sydney poitier ruby dee davis dee married year together received kennedy center honour body work actor equity association issued statement calling davis icon american theatre dee american treasure davis also prominent figure civil right movement voice racial equality featured speaker funeral martin luther king jnr malcolm x besides dee davis survived three child nora hasna guy blue artist seven grandchild
entertainment,help indie download sale campaign launched help independent label get music online benefit growing trend downloading music british phonographic industry identified lack independent music available download want ensure independent repertoire successful download world physical world said bpi chief peter jamieson downloaded single overtaken physical single uk mr jamieson said organisation lobbying music service provider include itunes napster urge promote independent release download sale due incorporated uk single chart later year downloads shortly eligible single chart key commercial issue bpi committed assisting member added mr jamieson part campaign bpi running series seminar entitled getting music online focusing independent label embrace digital music u already begun incorporating download sale billboard hot chart
business,house price suffer festive fall uk house price fell december according figure office deputy prime minister nationally house price rose annual rate december le rise previous month average uk house price fell november reflecting recent land registry figure confirming slowdown late major uk region apart northern ireland experienced fall annual growth december december traditionally quiet month housing market christmas celebration however recent figure land registry showing big drop sale last quarter previous year suggested slowdown could seasonal blip volume sale october december dropped nearly quarter period land registry said although office deputy prime minister odpm land registry figure point slowdown market recent survey nationwide halifax indicated market may undergoing revival registering fall back end halifax said house price rose january nationwide reported rise first month year
entertainment,west end honour finest show west end honouring finest star show evening standard theatre award london monday producer starring nathan lane lee evans best musical ceremony national theatre competing sweeney todd funny thing happened way forum award goat sylvia edward albee pillowman martin mcdonagh alan bennett history boy shortlisted best play category pam ferris victoria hamilton kelly reilly nominated best actress ferris best known television role programme darling bud may made shortlist role note falling leaf royal court theatre meanwhile richard griffith play hector history boy national theatre battle best actor award douglas hodge dumb show stanley townsend shining city best director shortlist includes luc bondy cruel tender simon mcburney measure measure rufus norris festen festen also shortlisted best designer category ian macneil jean kalman paul arditti hildegard bechtler iphigenia aulis paul brown false servant milton shulman award outstanding newcomer presented dominic cooper dark material history boy romola garai calico eddie redmayne goat sylvia ben wishaw hamlet playwright david eldridge rebecca lenkiewicz owen mccafferty fight charles wintour award bursary three anniversary special award also presented institution playwright individual
business,lse ets date takeover deal london stock exchange lse planning announce preferred takeover end month newspaper report claim sunday telegraph said lse plan evidence want retain tight control destiny deutsche boerse rival euronext held talk london market last week possible offer offer deutsche boerse already rejected euronext said make cash bid speculation suggests paris based euronext facility place make bid german rival may bid mark neither yet tabled formal bid lse expected hold talk two party later week however sunday telegraph report added sign deutsche boerse chief executive werner seifert becoming increasingly impatient lse managed bid process despite insisting want agree recommended deal lse board newspaper suggested may pull process put offer directly shareholder instead newspaper also claimed mr seifert becoming increasingly frustrated pace negotiation since deutsche boerse offer rejected mid december particular lse decision suspend talk christmas period meanwhile german exchange offer come fire recently union deutsche boerse staff frankfurt reportedly expressed fear job would moved london takeover successful others claim weaken city status europe financial centre german politician also said angry market operator promise move headquarters london bid successful stumbling block deutsche boerse control clearstream unit clearing house process security transaction lse shareholder fear would create monopoly situation weakening position shareholder negotiating lower transaction fee share dealing lse euronext control clearing settlement operation situation critic say transparent competitive
politics,brown outline third term vision gordon brown outlined think key theme new labour next general election bid said ensuring every child britain best start life could legacy match nh creation chancellor previously planned party election strategy time role filled alan milburn key ally tony blair premier insisted mr brown key role labour campaign praised handling economy writing guardian newspaper mr brown outlined view direction new labour taking manifesto programme coming decade make clear labour ambition simply tackling idleness delivering full employment attacking ignorance disease squalor promoting lifelong education good health sustainable community bbc political editor andrew marr said mr brown article warning shot mr blair try cut manifesto writing process always coded careful entirely deliberate mr marr assessment prime minister asked mr brown article election role appeared bbc radio today programme mr blair said decision yet taken election would run chancellor role would central mr blair argued new labour country changed better part mr brown management economy pledged childcare would centrepiece labour manifesto also predicted next general election tough tough fight new labour prime minister insisted know date poll would take place despite speculation may mr blair said taking nothing granted ahead vote warning tory strategy win power via back door hinting aiming cut labour majority instead hoping outright win
politics,protect whistleblower tuc say government change law give protection employee raise health safety concern workplace tuc said said data employment tribunal suggested safety whistleblower lost job since firm found cheaper sack worker improve building change working condition said health safety executive said trying get worker involved helping make workplace safer tuc figure drawn unfair dismissal case tribunal health safety main issue safety representative often ignored raising concern legal duty respond claimed union organisation general secretary brendan barber said firing offence object unsafe work worker placed situation forced choose risking job risking personal health safety mr barber said problem far worse official statistic show called legal system protects safety whistleblower added worker union well casual migrant worker stand little chance redress rory neill editor union backed hazard magazine conducted research said giving union safety rep right workplace ultimate win win death injury work increased last year second time since turn century would fatal mistake take full advantage union safety effect tuc called government appoint roving safety rep increase spending health safety work inspection health safety executive said launched initiative make factory office safer worker involvement
business,singapore growth singapore economy grew best performance since figure trade ministry show advance second fastest asia china led growth key manufacturing sector however slower expected fourth quarter point modest growth trade driven economy global technology demand fall back slowdown u china could hit electronics export tsunami disaster may effect service sector economic growth set halve singapore year fourth quarter city state gross domestic product gdp rose annual rate third quarter fell well analyst forecast surprised weak fourth quarter number main drag came electronics said lian chia liang economist jp morgan chase singapore economy contracted summer weighed soaring oil price economy poor performance july september period followed four consecutive quarter double digit growth singapore bounced back strongly effect deadly sars virus
politics,economy focus election battle britain economic future heart labour poll campaign chancellor gordon brown said speaking cabinet member held last meeting expected election announcement said voter would recognise labour brought stability growth would continue meanwhile tory outlined plan tackle yob culture lib dems gave detail proposal replace council tax earlier archbishop canterbury wrote three party urging fight election exploiting people fear open letter called turn election competition effectively frighten voter terrorism asylum crime said concentrate instead issue environment international development arm trade family policy reform criminal justice system shadow foreign secretary michael ancram said fought positive campaign think want look quite carefully jack straw said michael howard speech foreign policy centre mr straw said tory leader clever fluent tactical wise lack strategy good judgment quick temper impetuosity often get better foreign secretary told bbc making observation michael howard impetuosity get lurch policy liberal democrat chairman matthew taylor said people already really turned kind campaign others fighting see u putting emphasis huge issue facing world particularly environment labour focus economy key message came day new report published institute fiscal study suggesting household income fallen first time decade ifs say drop partly reflects measure announced called chancellor tax raising budget treasury dismissed research complete rubbish party election supremo alan milburn said apparent drop average income self employed people affected world downturn hit profit since reported average take home income risen real term took self employed mr milburn told bbc radio today programme mr brown also dismissed figure insisting typical family much better labour
politics,howard taunt blair split tony blair feud gordon brown damaging way uk governed tory leader michael howard claimed heated prime minister question mr howard asked fight crime fighting question later unveiled headline new tory campaign poster mr blair dismissed talk split said people priority next election would economic success achieved labour stick whatever like billboard something book public concentrate low mortgage low inflation low unemployment delivered failed said chancellor currently high profile tour africa highlight new anti poverty plan insisted still trusted mr blair despite claim contrary new book brown britain robert peston say mutual animosity two men claim mr blair said november would stand prime minister next election went back pledge support cabinet ally suspicion mr brown manoeuvring say mr peston book claimed mr brown told mr blair nothing could ever say could ever believe mr blair directly denied quote wednesday insisted could deal premiership twice declined directly say whether offered quit tory leader countered agreement struck twice dinner chancellor declared deal meal prime minister wonder chancellor happy eater continued discipline school discipline government clean hospital clean act mr blair said would respond tittle tattle book promised hail labour record economy waiting list law order polling day later poster launch tory co chairman liam fox said party would exploit opportunity show juvenile prime minister chancellor labour staged show unity poster launch tuesday mr brown joined alan milburn mr blair controversially put charge election planning place chancellor liberal democrat leader charles kennedy told bbc news government clearly split top kind cosmetic exercise persuade anybody later week mr blair expected outline direction party next election manifesto prime minister chancellor faced backbench discontent monday meeting parliamentary labour party claim made mr peston book
entertainment,india deport bollywood actress india ordered deportation iranian born model actress negar khan norway saying working illegally visa khan raunchy role music video bollywood film past two year distressed actress told medium driven straight airport routine appointment bombay immigration office immigration official said warned visa last year khan told indian news channel mobile phone even letting go home get bag clothes money give notice know taking away like nothing wrong visa say work allowing even call lawyer bipin bihari deputy police chief bombay said khan sent back norway hold passport first available flight visitor visa engaged several commercial venture said issued notice last year view gone back norway returned year work one khan biggest success steamy hindi song chadti jawani rising youth khan involved controversy topless photo alleged appeared norwegian magazine
business,india deccan get plane air deccan signed deal acquire plane avions de transport regional atr value deal revealed confidentiality clause agreement air deccan managing director gorur gopinath said price agreed le catalogue price per plane recently india first low cost airline ordered airbus plane agreement air deccan buy new atr lease another atr also provide six second hand airplane statement atr said delivery aircraft begin continue five year period mr gopinath said plane connect regional indian city evaluation atr bombardier aircraft chosen atr aircraft find suitable operation indian market short haul route filippo bagnato atr chief executive said firm also work air deccan create training centre bangalore potential indian budget market attracted attention business home abroad air deccan said base business model european firm ireland ryanair beer magnate vijay mallya recently set kingfisher airline uk entrepreneur richard branson said keen start local operation india government given backing cheaper accessible air travel
